title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age
Toyota Voxy SZ Pearl R55k km 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 4,680,000",2022,"1,800 cc","55,000 km",4
Toyota Noah SZ Black 4.530k km 2023,Toyota,Noah,Automatic,Hybrid,"Tk 5,580,000",2023,"1,800 cc","30,000 km",3
Toyota Voxy SZ HYBRID 2025,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane","Tk 6,500,000",2025,"1,800 cc",20 km,1
Toyota Corolla Cross Z LEATHER 2023,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,100,000",2023,"1,800 cc","17,000 km",3
Toyota Hiace GL 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,200,000",2020,"2,000 cc","75,420 km",6
Toyota Voxy SZ HYBRID 2023,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane","Tk 5,900,000",2023,"1,800 cc","19,000 km",3
Toyota Voxy ZS Kira Non-HV Mica 2020,Toyota,Voxy,Automatic,"Petrol, Octane","Tk 3,850,000",2020,"2,000 cc","90,120 km",6
Toyota Hiace DX DUAL AC READY 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,220,000",2020,"2,000 cc","84,523 km",6
Toyota Noah WXB 2020,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 3,750,000",2020,"1,800 cc","48,000 km",6
Honda CR-V EX MASTER BROWN INT 2020,Honda,CR-V,Automatic,Octane,"Tk 5,750,000",2020,"1,500 cc","49,863 km",6
Toyota Allion A15 2005,Toyota,Allion,Automatic,"CNG, Octane","Tk 1,395,000",2005,"1,500 cc","75,000 km",21
Toyota Fielder EX PUSH DHAKA REDAY 2020,Toyota,Fielder,Automatic,"Hybrid, Octane","Tk 2,480,000",2020,"1,500 cc","76,123 km",6
Toyota Axio EX -HYBRID 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,340,000",2020,"1,500 cc","67,152 km",6
Toyota Noah X SMART PUSH 2DPOWER 2020,Toyota,Noah,Automatic,Octane,"Tk 3,940,000",2020,"2,000 cc","68,524 km",6
Toyota Esquire GI 2019,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 3,600,000",2019,"1,800 cc","50,000 km",7
Toyota C-HR G-LED READY DHAKA 2020,Toyota,C-HR,Automatic,"Hybrid, Octane","Tk 3,450,000",2020,"1,800 cc","68,756 km",6
Toyota Prado TX-L 2019,Toyota,Prado,Automatic,"Petrol, Octane","Tk 14,200,000",2019,"2,700 cc","37,000 km",7
Toyota Axio Non Hybrid EX 3.5 AP 2020,Toyota,Axio,Automatic,"Petrol, Octane","Tk 2,850,000",2020,"1,500 cc","69,000 km",6
Toyota Prado TX-L 5 Grade. 2022,Toyota,Prado,Automatic,"Petrol, Octane","Tk 18,000,000",2022,"2,700 cc","27,000 km",4
Toyota Yaris Cross Hybrid Z Leather 4.5 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,600,000",2021,"1,500 cc","60,000 km",5
Toyota Esquire Hybrid GI Premium 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane","Tk 3,600,000",2020,"1,800 cc","85,000 km",6
Toyota Hiace SUPER GL 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,200,000",2021,"2,000 cc","57,748 km",5
Toyota Corolla Cross Z PKG-FULL LOAD-360- 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,000,000",2022,"1,800 cc","51,469 km",4
Toyota Hiace Super Gl Dark Prime 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,500,000",2021,"2,000 cc","48,000 km",5
Toyota Hiace Super Gl Dark Prime 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,500,000",2021,"2,000 cc","72,000 km",5
Toyota Noah X 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,400,000",2020,"1,800 cc","52,000 km",6
Toyota Prius 4.5 A Pkg Ready 2020,Toyota,Prius,Automatic,Hybrid,"Tk 3,299,999",2020,"1,800 cc","40,545 km",6
Toyota Axio Ex 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,300,000",2020,"1,500 cc","62,000 km",6
Toyota Axio 2012,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,620,000",2012,"1,500 cc","83,000 km",14
Toyota Esquire GIP-PKG 2020,Toyota,Esquire,Automatic,Octane,"Tk 4,950,000",2020,"1,980 cc","61,810 km",6
Toyota Noah SI-WXB PKG 2020,Toyota,Noah,Automatic,Octane,"Tk 4,800,000",2020,"1,980 cc","47,550 km",6
Toyota Esquire GI-PKG 2020,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 4,200,000",2020,"1,790 cc","76,948 km",6
Toyota Noah X PKG NON HYB 2020,Toyota,Noah,Automatic,Octane,"Tk 3,539,999",2020,"2,000 cc","110,000 km",6
Nissan X-Trail Super Fresh 2011,Nissan,X-Trail,Automatic,Octane,"Tk 1,880,000",2011,"2,000 cc","85,000 km",15
Toyota Noah GL KR 42standardroof 2004,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,280,000",2004,"1,800 cc","88,000 km",22
Toyota Corolla GX HYBRID 2020,Toyota,Corolla,Manual,"Hybrid, Octane","Tk 2,600,000",2020,"1,800 cc","60,218 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,560,000",2020,"1,500 cc","38,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,540,000",2020,"1,500 cc","42,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,380,000",2020,"1,500 cc","94,000 km",6
Toyota Axio Non Hybrid 2020 Ex,Toyota,Axio,Automatic,Octane,"Tk 2,620,000",2020,"1,500 cc","85,632 km",6
Toyota Axio Non Hybrid Ex 2020,Toyota,Axio,Automatic,Octane,"Tk 2,620,000",2020,"1,500 cc","86,000 km",6
Toyota Fielder Non Hybrid 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,630,000",2020,"1,500 cc","84,230 km",6
Toyota Axio Hybrid Ex 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,190,000",2020,"1,500 cc","90,000 km",6
Toyota Noah WXB Hybrid 2020,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 3,550,000",2020,"1,800 cc","73,000 km",6
Toyota Hiace SUPER GL DARK PRIME2 2022,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,750,000",2022,"2,000 cc","17,549 km",4
Toyota Fielder Non Hybrid Ex 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,600,000",2020,"1,500 cc","83,620 km",6
Toyota Axio EX HYBRID WHITE 2020,Toyota,Axio,Automatic,"Petrol, Octane","Tk 2,150,000",2020,"1,500 cc","99,000 km",6
Toyota Fielder EX HYBRID SILVER 2020,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane","Tk 2,150,000",2020,"1,500 cc","63,000 km",6
Toyota Fielder Hybrid Ex Push 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,220,000",2020,"1,500 cc","85,270 km",6
Toyota Fielder EX Hybrid Ready 2020,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane","Tk 2,200,000",2020,"1,500 cc","41,265 km",6
Toyota Noah SI WXB 2 HYBRID 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,600,000",2020,"1,800 cc","64,000 km",6
Toyota Prius S TOURNG BDY KIT 4 P 2018,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 2,750,000",2018,"1,500 cc","114,000 km",8
Toyota Premio F L PKG 2021,Toyota,Premio,Automatic,Octane,"Tk 4,400,000",2021,"1,490 cc","33,305 km",5
Toyota Yaris Cross Z Leather Fixed PR 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,350,000",2021,"1,500 cc","29,000 km",5
Toyota Hiace Super GL full pad 2018,Toyota,Hiace,Automatic,"Diesel, CNG","Tk 3,500,000",2018,"2,000 cc","150,000 km",8
Toyota Prado TXL Pearl 526300 km 2022,Toyota,Prado,Automatic,Petrol,"Tk 17,000,000",2022,"2,700 cc","26,300 km",4
Toyota Fielder Hybrid 4 point 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,320,000",2020,"1,500 cc","88,250 km",6
Toyota Fielder Hybrid Ex Package 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,200,000",2020,"1,500 cc","80,742 km",6
Toyota Hiace DUAL AC 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,400,000",2020,"2,000 cc","47,100 km",6
Toyota Voxy Zs Kiramki NonHybrid 2020,Toyota,Voxy,Automatic,"Petrol, Octane","Tk 3,760,000",2020,"2,000 cc","86,259 km",6
Toyota Noah new shape 2022,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,950,000",2022,"1,800 cc","46,510 km",4
Toyota C-HR G-LED 2017,Toyota,C-HR,Automatic,Hybrid,"Tk 2,376,000",2017,"1,800 cc","67,440 km",9
Toyota Corolla Cross Z leather Upcoming 2023,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 4,690,000",2023,"1,800 cc","19,000 km",3
Toyota Noah X 2020,Toyota,Noah,Automatic,Octane,"Tk 3,980,000",2020,"1,800 cc","36,586 km",6
Toyota Fielder EX HYBRID DHAKAREADY 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,690,000",2020,"1,500 cc","71,256 km",6
Honda CR-V EX MASTER BROWN INT 2020,Honda,CR-V,Automatic,Octane,"Tk 5,750,000",2020,"1,500 cc","49,875 km",6
Toyota Hiace GL DUAL AC READY 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,270,000",2020,"2,000 cc","78,596 km",6
Toyota Noah X Hybrid 2021,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 3,580,000",2021,"1,800 cc","32,539 km",5
Toyota Hiace GL DUAL AC READY 2021,Toyota,Hiace,Automatic,Octane,"Tk 3,200,000",2021,"2,000 cc","42,156 km",5
Toyota Corolla X 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,270,000",2005,"1,500 cc","85,000 km",21
Toyota Esquire Non HY GI Premium 4 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,600,000",2020,"2,000 cc","63,500 km",6
Toyota Corolla Cross Hybrid Z 4.5 Grade 2023,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 4,670,000",2023,"1,800 cc","31,000 km",3
Toyota Esquire Hybrid GI 2 Door PW 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane","Tk 3,450,000",2020,"1,800 cc","86,000 km",6
Toyota Premio F-EX 2020,Toyota,Premio,Automatic,"Octane, LPG","Tk 4,600,000",2020,"1,500 cc","45,000 km",6
Toyota Prius S Touring Hybrid 2020,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 3,150,000",2020,"1,800 cc","93,300 km",6
Toyota Hiace Super GL Dark Prime 2023,Toyota,Hiace,Automatic,Octane,"Tk 4,800,000",2023,"2,000 cc","38,150 km",3
Toyota Hiace Super GL 2022,Toyota,Hiace,Automatic,Octane,"Tk 4,300,000",2022,"2,000 cc","115,000 km",4
Honda CR-V Ex HV Sunroof 5S SUV 2020,Honda,CR-V,Automatic,"Petrol, Hybrid, Octane","Tk 5,550,000",2020,"1,500 cc","84,000 km",6
Toyota C-HR GR-SPORTS GP-4.5 2020,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane","Tk 3,800,000",2020,"1,800 cc","40,269 km",6
Toyota Voxy S-Z HYBRID 2023,Toyota,Voxy,Automatic,"Hybrid, Octane","Tk 5,100,000",2023,"1,800 cc","79,318 km",3
Toyota Prius A- Touring Selection 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,300,000",2020,"1,800 cc","94,307 km",6
Toyota Hiace SUPER GL DHAKA READY 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,300,000",2020,"2,000 cc","77,013 km",6
Toyota Noah NON HYBRID X PKG... 2021,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,700,000",2021,"2,000 cc","67,748 km",5
Toyota Yaris Cross G HYBRID READY 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,550,000",2021,"1,500 cc","35,005 km",5
Toyota Yaris Cross 360 cam ready dhaka 2021,Toyota,Yaris Cross,Automatic,"Hybrid, Octane","Tk 3,550,000",2021,"1,500 cc","39,013 km",5
Toyota Corolla G-X HYBRID 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 2,700,000",2020,"1,800 cc","57,748 km",6
Toyota Prius  -Rc  2018,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,170,000",2018,"1,800 cc","66,000 km",8
Toyota Esquire Xi Non hybrid Peral 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,170,000",2020,"2,000 cc","109,000 km",6
Toyota Esquire Gi Non hybrid Black 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,150,000",2020,"2,000 cc","96,000 km",6
Toyota Prado Petrol TXL Pkg Pearl 2021,Toyota,Prado,Automatic,Petrol,"Tk 16,600,000",2021,"2,700 cc","10,500 km",5
Toyota Hiace Super GL Key 4 Point 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,050,000",2021,"2,000 cc","90,120 km",5
Toyota Esquire Xi non hybrid peral 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,160,000",2020,"2,000 cc","118,000 km",6
Toyota Axio Non-Hybrid Octne 2015,Toyota,Axio,Automatic,Octane,"Tk 1,995,000",2015,"1,500 cc","63,044 km",11
Toyota Premio F L PKG 2020,Toyota,Premio,Automatic,Octane,"Tk 4,650,000",2020,"1,490 cc","43,105 km",6
Toyota Esquire NON HYBRID XI 2020,Toyota,Esquire,Automatic,Octane,"Tk 4,000,000",2020,"2,000 cc","132,876 km",6
Toyota Axio EX PUSH 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,350,000",2020,"1,500 cc","114,762 km",6
Toyota Axio EX PACKAGE HYBRID 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,350,000",2020,"1,500 cc","114,625 km",6
Toyota Aqua XREADYSHOWROOM 2021,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane","Tk 2,500,000",2021,"1,500 cc","81,000 km",5
Honda Insight EXBLACKSTYLE 2021,Honda,Insight,Automatic,"Petrol, Hybrid, Octane","Tk 3,900,000",2021,"1,500 cc","31,283 km",5
Toyota Yaris Cross Z LEATHER 360 CAMERA 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,620,000",2021,"1,500 cc","77,000 km",5
Toyota Esquire GI PREMIUM HV-PKG 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,850,000",2020,"1,800 cc","69,846 km",6
Toyota Esquire GI PREMIUM-HV-PKG 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,850,000",2020,"1,800 cc","63,874 km",6
Toyota Hiace SUPER GL KEY STRAT 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,950,000",2020,"2,000 cc","45,035 km",6
Toyota Axio EX-PKG 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,350,000",2020,"1,500 cc","114,873 km",6
Toyota Voxy SZ PACKAGE-HYBRID 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 4,750,000",2022,"1,800 cc","55,873 km",4
Toyota Yaris Cross Z PKG 4 CAMERA 2020,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,450,000",2020,"1,500 cc","68,000 km",6
Toyota Crown  ADVANCE 2022,Toyota,Crown,Automatic,"Petrol, Hybrid, Octane","Tk 12,500,000",2022,"2,500 cc","18,000 km",4
Toyota Prius S TOURING 2019,Toyota,Prius,Automatic,Hybrid,"Tk 3,150,000",2019,"1,800 cc","97,763 km",7
Toyota Corolla Cross Z PACKAGE PANORAMIC 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,950,000",2022,"1,800 cc","36,874 km",4
Toyota Premio F-EX READY SHOWROOM 2021,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,800,000",2021,"1,500 cc","36,081 km",5
Lexus RX 350H READY SHOWROOM 2023,Lexus,RX,Automatic,"Petrol, Octane","Tk 16,000,000",2023,"2,500 cc","14,600 km",3
Toyota Prius  f STOCK 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 2,950,000",2020,"1,800 cc","54,000 km",6
Toyota Noah .1 2020,Toyota,Noah,Automatic,"Petrol, Octane","Tk 6,970,000",2020,"2,000 cc","77,000 km",6
Toyota Fielder EX PUSH START HV 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,380,000",2020,"1,500 cc","88,321 km",6
Toyota Axio PUSH HV EX PKG 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,390,000",2020,"1,500 cc","104,321 km",6
Honda Insight PUSH HYBRID LX 2021,Honda,Insight,Automatic,Hybrid,"Tk 3,650,000",2021,"1,500 cc","123,287 km",5
Toyota Axio EX PUSH NON-HV 2020,Toyota,Axio,Automatic,Electric,"Tk 2,620,000",2020,"1,500 cc","225,438 km",6
Toyota Axio EX READY SHOWROOM 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,350,000",2020,"1,500 cc","35,946 km",6
Toyota Prius A TOURING SELECTION 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,400,000",2020,"1,800 cc","51,793 km",6
Honda Vezel HYBRID 2021,Honda,Vezel,Automatic,"Petrol, Hybrid, Octane, Other fuel type","Tk 3,800,000",2021,"1,500 cc","50,000 km",5
Toyota RAV4 HYBRID 2020,Toyota,RAV4,Automatic,"Petrol, Hybrid, Octane, Other fuel type","Tk 5,100,000",2020,"2,500 cc","90,000 km",6
Toyota Allion G Package 2021,Toyota,Allion,Automatic,Octane,"Tk 3,800,000",2021,"1,500 cc","45,210 km",5
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,250,000",2020,"1,500 cc","78,000 km",6
Toyota Axio HYBRID 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,150,000",2020,"1,500 cc","65,412 km",6
Toyota Fielder NON HYBRID 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,600,000",2020,"1,500 cc","45,446 km",6
Mazda MX-5 2022,Mazda,MX-5,Automatic,Octane,"Tk 4,000,000",2022,"1,500 cc","15,120 km",4
Toyota Aqua Hybrid S 2020,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane","Tk 1,700,000",2020,"1,500 cc","57,978 km",6
Toyota Voxy HYBRID 2020,Toyota,Voxy,Automatic,Hybrid,"Tk 2,800,000",2020,"1,800 cc","69,578 km",6
Toyota Corolla Hybrid GX PLUS 2021,Toyota,Corolla,Automatic,Hybrid,"Tk 2,450,000",2021,"1,800 cc","48,562 km",5
Toyota Noah X 2020,Toyota,Noah,Automatic,Octane,"Tk 3,450,000",2020,"2,000 cc","65,202 km",6
Honda Vezel Hybrid 2021,Honda,Vezel,Automatic,Hybrid,"Tk 3,950,000",2021,"1,500 cc","15,422 km",5
Toyota Axio Fielder Hybrid EX 2021,Toyota,Axio,Automatic,Hybrid,"Tk 2,150,000",2021,"1,500 cc","54,530 km",5
Toyota Esquire Gi Premium 2020,Toyota,Esquire,Automatic,Octane,"Tk 3,850,000",2020,"2,000 cc","54,160 km",6
Toyota Fielder Hybrid EX 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,150,000",2020,"1,500 cc","62,556 km",6
Toyota Noah Hybrid X 2020,Toyota,Noah,Automatic,Hybrid,"Tk 2,950,000",2020,"1,800 cc","54,132 km",6
Toyota Esquire Hybrid 2021,Toyota,Esquire,Automatic,Hybrid,"Tk 3,850,000",2021,"1,800 cc","48,416 km",5
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,150,000",2020,"1,500 cc","65,485 km",6
Toyota C-HR Hybrid 2021,Toyota,C-HR,Automatic,Hybrid,"Tk 3,450,000",2021,"1,800 cc","45,852 km",5
Toyota Corolla Hybrid GX 2021,Toyota,Corolla,Automatic,Hybrid,"Tk 2,450,000",2021,"1,800 cc","45,232 km",5
Toyota RAV4 Hybrid 2020,Toyota,RAV4,Automatic,Hybrid,"Tk 5,550,000",2020,"2,500 cc","22,552 km",6
Toyota Noah X Push Start Bronze 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,100,000",2020,"1,800 cc","132,002 km",6
Toyota Noah X 2 Door Power 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,150,000",2020,"1,800 cc","163,002 km",6
Toyota Yaris Cross Z-LEATHER BODY KIT 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,870,000",2021,"1,500 cc","31,856 km",5
Toyota Allion push start 2014,Toyota,Allion,Automatic,Octane,"Tk 2,520,000",2014,"1,500 cc","75,000 km",12
Toyota Hiace GL BLACK DUAL AC 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,450,000",2021,"2,000 cc","69,350 km",5
Toyota Axio EX HYBRID WHITE AP-4 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,250,000",2020,"1,500 cc","88,360 km",6
Toyota Noah X SMART PUSH WHITE 2020,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,680,000",2020,"2,000 cc","91,370 km",6
Toyota Premio F-EX PEARL AP 4.5 2021,Toyota,Premio,Automatic,Petrol,"Tk 4,850,000",2021,"1,500 cc","29,340 km",5
Toyota Noah X SMART PUSH BROWN 2021,Toyota,Noah,Automatic,Petrol,"Tk 3,770,000",2021,"2,000 cc","68,170 km",5
Toyota Hiace DX WHITE DUAL AC 2021,Toyota,Hiace,Automatic,Petrol,"Tk 3,280,000",2021,"2,000 cc","73,580 km",5
Toyota Noah Non Hybrid X Pearl 2021,Toyota,Noah,Automatic,Petrol,"Tk 3,790,000",2021,"2,000 cc","148,000 km",5
Toyota Hiace ORIGINAL GL DUAL AC 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,450,000",2020,"2,000 cc","47,100 km",6
Toyota Noah 2 Power Door Hybrid 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,300,000",2020,"1,800 cc","78,250 km",6
Toyota Harrier NON-HY-Z LEATHER-4.5 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 7,850,000",2020,"2,000 cc","19,000 km",6
Toyota Aqua japan 2017,Toyota,Aqua,Automatic,"Hybrid, Octane","Tk 1,595,000",2017,"1,500 cc","125,000 km",9
Toyota Axio X Non Hybrid 2015,Toyota,Axio,Automatic,Octane,"Tk 2,020,000",2015,"1,500 cc","70,767 km",11
Toyota Corolla GX-PKG 2020,Toyota,Corolla,Automatic,"Hybrid, Octane","Tk 3,150,000",2020,"1,790 cc","49,148 km",6
Toyota Noah SI WXB NON HYB 2020,Toyota,Noah,Automatic,Octane,"Tk 4,250,000",2020,"2,000 cc","56,000 km",6
Honda Insight EX PACKAGE 2021,Honda,Insight,Automatic,"Hybrid, Octane","Tk 4,700,000",2021,"1,490 cc","25,622 km",5
Toyota Corolla Cross Z Pearl 4 Point 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,440,000",2022,"1,800 cc","58,600 km",4
Toyota Harrier Petrol Black Z Pkg 2023,Toyota,Harrier,Automatic,Petrol,"Tk 10,150,000",2023,"2,000 cc","12,800 km",3
Toyota Harrier Petrol Z Pkg Black 2020,Toyota,Harrier,Automatic,Petrol,"Tk 8,180,000",2020,"2,000 cc","44,600 km",6
Toyota Corolla Cross Z Black 526400 km 2024,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 5,600,000",2024,"1,800 cc","26,400 km",2
Toyota Sienta G Blue 3.5115k km 2020,Toyota,Sienta,Automatic,Hybrid,"Tk 2,680,000",2020,"1,500 cc","115,000 km",6
Toyota Corolla S White 4.598k km 2020,Toyota,Corolla,Automatic,Hybrid,"Tk 2,890,000",2020,"1,800 cc","98,000 km",6
Lexus NX 300H Version L Wine 2020,Lexus,NX,Automatic,Hybrid,"Tk 8,700,000",2020,"2,500 cc","33,600 km",6
Toyota Noah SIWXB Pkg Mica Blue 2020,Toyota,Noah,Automatic,Petrol,"Tk 4,650,000",2020,"2,000 cc","42,400 km",6
Toyota Hiace GL Black Dual AC 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,790,000",2020,"2,000 cc","52,000 km",6
Honda CR-V EX Masterpeice Black 2021,Honda,CR-V,Automatic,Petrol,"Tk 6,100,000",2021,"1,500 cc","21,000 km",5
Toyota Harrier Premium Pkg Black 2020,Toyota,Harrier,Automatic,Petrol,"Tk 7,220,000",2020,"2,000 cc","46,000 km",6
Toyota Noah X Pearl RA163000 km 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,200,000",2020,"1,800 cc","163,000 km",6
Toyota Fielder EX White 459700 km 2020,Toyota,Fielder,Automatic,Petrol,"Tk 2,850,000",2020,"1,500 cc","59,700 km",6
Toyota Corolla S White 4.563000 km 2020,Toyota,Corolla,Automatic,Hybrid,"Tk 2,890,000",2020,"1,800 cc","63,000 km",6
Toyota Esquire GI Black 4136k km 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,650,000",2020,"1,800 cc","136,000 km",6
Toyota Hiace Super GL Dark Prime2 2022,Toyota,Hiace,Automatic,Petrol,"Tk 4,950,000",2022,"2,000 cc","2,300 km",4
Toyota Esquire GI Pearl R49k km 2021,Toyota,Esquire,Automatic,Petrol,"Tk 4,590,000",2021,"2,000 cc","49,600 km",5
Toyota Hiace SuperGL Black3.548k 2021,Toyota,Hiace,Automatic,Petrol,"Tk 4,890,000",2021,"2,000 cc","48,700 km",5
Toyota Fielder EX Silver 3.5213k 2020,Toyota,Fielder,Automatic,Petrol,"Tk 2,650,000",2020,"1,500 cc","213,000 km",6
Toyota Harrier Petrol Pearl Z Pkg 2020,Toyota,Harrier,Automatic,Petrol,"Tk 8,080,000",2020,"2,000 cc","50,000 km",6
Toyota Corolla Cross Z Black 5 Point 2024,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 5,400,000",2024,"1,800 cc","7,700 km",2
Toyota Premio F-EX SILVER P-4.5 2021,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,550,000",2021,"1,500 cc","34,000 km",5
Toyota Harrier Petrol Z Pkg Black 2020,Toyota,Harrier,Automatic,Petrol,"Tk 8,050,000",2020,"2,000 cc","34,000 km",6
Honda Insight EX PKG 2021,Honda,Insight,Automatic,"Petrol, Hybrid, Octane","Tk 3,950,000",2021,"1,500 cc","100,000 km",5
Toyota Fielder EX PKG 2020,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane","Tk 2,350,000",2020,"1,500 cc","78,012 km",6
Toyota Hiace GL Dual Ac Ambulance 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,350,000",2021,"2,000 cc","64,000 km",5
Toyota Hiace SUPER GL SILVER KEY 2016,Toyota,Hiace,Automatic,Diesel,"Tk 2,250,000",2016,"3,000 cc","61,000 km",10
Toyota Axio EX PKG 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,050,000",2020,"1,500 cc","98,520 km",6
